Fecha,Tipo,Categoría,Descripción,Valor
01/08/2026,INCOME,Internet,Internet - 01/08/2026,1500.00,-4578000.00
01/08/2026,EXPENSE,Ahorro para pagar,Ahorro pagar - 01/08/2026,170000.00,-4748000.00
01/08/2026,INCOME,BeMovilRemote,BeMovilRemote - 01/08/2026,10000.00,-4748000.00
01/08/2026,INCOME,Impresiones,Impresiones - 01/08/2026,1200.00,-4746800.00
01/08/2026,INCOME,Papelería,Papeleria - 01/08/2026,1500.00,-4745300.00
01/08/2026,INCOME,BeMovilRemote,BeMovilRemote - 01/08/2026,9000.00,-4745300.00
01/08/2026,INCOME,Impresiones,Impresiones - 01/08/2026,1200.00,-4744100.00
01/08/2026,INCOME,Papelería,Papeleria - 01/08/2026,600.00,-4743500.00
01/08/2026,INCOME,BeMovilRemote,BeMovilRemote - 01/08/2026,6000.00,-4743500.00
01/08/2026,INCOME,Impresiones,Impresiones - 01/08/2026,1000.00,-4742500.00
01/08/2026,INCOME,BeMovilRemote,BeMovilRemote - 01/08/2026,5500.00,-4742500.00
01/08/2026,INCOME,Impresiones,Impresiones - 01/08/2026,2000.00,-4740500.00
01/08/2026,INCOME,BeMovilRemote,BeMovilRemote - 01/08/2026,23000.00,-4740500.00
01/08/2026,INCOME,Impresiones,Impresiones - 01/08/2026,15000.00,-4725500.00
01/08/2026,INCOME,BeMovilRemote,BeMovilRemote - 01/08/2026,5500.00,-4725500.00
01/08/2026,INCOME,Impresiones,Impresiones - 01/08/2026,4400.00,-4721100.00
01/08/2026,INCOME,BeMovilRemote,BeMovilRemote - 01/08/2026,2000.00,-4721100.00
02/08/2026,INCOME,BeMovilRemote,BeMovilRemote - 02/08/2026,20000.00,-4721100.00
02/08/2026,INCOME,Fotocopias,Fotocopias - 02/08/2026,4200.00,-4716900.00
02/08/2026,INCOME,Impresiones,Impresiones - 02/08/2026,7000.00,-4709900.00
02/08/2026,INCOME,Papelería,Papeleria - 02/08/2026,1600.00,-4708300.00
02/08/2026,INCOME,Internet,Internet - 02/08/2026,4700.00,-4703600.00
02/08/2026,EXPENSE,Ahorro para pagar,Ahorro pagar - 02/08/2026,200000.00,-4903600.00
02/08/2026,EXPENSE,Salidas,627000,627000.00,-5530600.00
02/08/2026,INCOME,BeMovilRemote,BeMovilRemote - 02/08/2026,20000.00,-5530600.00
02/08/2026,INCOME,Fotocopias,Fotocopias - 02/08/2026,1200.00,-5529400.00
02/08/2026,INCOME,Impresiones,Impresiones - 02/08/2026,2000.00,-5527400.00
02/08/2026,INCOME,Papelería,Papeleria - 02/08/2026,3000.00,-5524400.00
02/08/2026,INCOME,BeMovilRemote,BeMovilRemote - 02/08/2026,5500.00,-5524400.00
02/08/2026,INCOME,Fotocopias,Fotocopias - 02/08/2026,1700.00,-5522700.00
02/08/2026,INCOME,Impresiones,Impresiones - 02/08/2026,1800.00,-5520900.00
02/08/2026,INCOME,Papelería,Papeleria - 02/08/2026,4200.00,-5516700.00
02/08/2026,INCOME,BeMovilRemote,BeMovilRemote - 02/08/2026,2000.00,-5516700.00
02/08/2026,INCOME,Fotocopias,Fotocopias - 02/08/2026,1500.00,-5515200.00
02/08/2026,INCOME,Impresiones,Impresiones - 02/08/2026,1200.00,-5514000.00
02/08/2026,INCOME,Papelería,Papeleria - 02/08/2026,1300.00,-5512700.00
02/08/2026,INCOME,BeMovilRemote,BeMovilRemote - 02/08/2026,9000.00,-5512700.00
02/08/2026,INCOME,Fotocopias,Fotocopias - 02/08/2026,1800.00,-5510900.00
02/08/2026,INCOME,Impresiones,Impresiones - 02/08/2026,1200.00,-5509700.00
02/08/2026,INCOME,Papelería,Papeleria - 02/08/2026,4000.00,-5505700.00
02/08/2026,INCOME,BeMovilRemote,BeMovilRemote - 02/08/2026,20000.00,-5505700.00
02/08/2026,INCOME,Fotocopias,Fotocopias - 02/08/2026,11400.00,-5494300.00
02/08/2026,INCOME,Impresiones,Impresiones - 02/08/2026,3100.00,-5491200.00
02/08/2026,INCOME,Papelería,Papeleria - 02/08/2026,2000.00,-5489200.00
02/08/2026,INCOME,BeMovilRemote,BeMovilRemote - 02/08/2026,3000.00,-5489200.00
02/08/2026,INCOME,Fotocopias,Fotocopias - 02/08/2026,1500.00,-5487700.00
02/08/2026,INCOME,Impresiones,Impresiones - 02/08/2026,3000.00,-5484700.00
02/08/2026,INCOME,Papelería,Papeleria - 02/08/2026,1000.00,-5483700.00
02/08/2026,INCOME,BeMovilRemote,BeMovilRemote - 02/08/2026,2000.00,-5483700.00
02/08/2026,INCOME,Fotocopias,Fotocopias - 02/08/2026,1800.00,-5481900.00
02/08/2026,INCOME,Impresiones,Impresiones - 02/08/2026,5000.00,-5476900.00
02/08/2026,INCOME,Papelería,Papeleria - 02/08/2026,700.00,-5476200.00
02/08/2026,INCOME,BeMovilRemote,BeMovilRemote - 02/08/2026,10000.00,-5476200.00
02/08/2026,INCOME,Fotocopias,Fotocopias - 02/08/2026,1600.00,-5474600.00
02/08/2026,INCOME,Impresiones,Impresiones - 02/08/2026,9000.00,-5465600.00
02/08/2026,INCOME,BeMovilRemote,BeMovilRemote - 02/08/2026,10000.00,-5465600.00
02/08/2026,INCOME,Fotocopias,Fotocopias - 02/08/2026,1400.00,-5464200.00
02/08/2026,INCOME,Impresiones,Impresiones - 02/08/2026,4200.00,-5460000.00
02/08/2026,INCOME,BeMovilRemote,BeMovilRemote - 02/08/2026,10000.00,-5460000.00
02/08/2026,INCOME,Fotocopias,Fotocopias - 02/08/2026,3900.00,-5456100.00
02/08/2026,INCOME,Impresiones,Impresiones - 02/08/2026,2700.00,-5453400.00
02/08/2026,INCOME,BeMovilRemote,BeMovilRemote - 02/08/2026,3000.00,-5453400.00
02/08/2026,INCOME,Fotocopias,Fotocopias - 02/08/2026,1600.00,-5451800.00
02/08/2026,INCOME,Impresiones,Impresiones - 02/08/2026,3600.00,-5448200.00
02/08/2026,INCOME,BeMovilRemote,BeMovilRemote - 02/08/2026,20000.00,-5448200.00
02/08/2026,INCOME,Fotocopias,Fotocopias - 02/08/2026,2600.00,-5445600.00
02/08/2026,INCOME,Impresiones,Impresiones - 02/08/2026,8400.00,-5437200.00
02/08/2026,INCOME,BeMovilRemote,BeMovilRemote - 02/08/2026,9000.00,-5437200.00
02/08/2026,INCOME,Impresiones,Impresiones - 02/08/2026,3000.00,-5434200.00
02/08/2026,INCOME,BeMovilRemote,BeMovilRemote - 02/08/2026,25000.00,-5434200.00
02/08/2026,INCOME,Impresiones,Impresiones - 02/08/2026,3200.00,-5431000.00
03/08/2026,INCOME,BeMovilRemote,BeMovilRemote - 03/08/2026,5500.00,-5431000.00
03/08/2026,INCOME,Fotocopias,Fotocopias - 03/08/2026,1400.00,-5429600.00
03/08/2026,INCOME,Impresiones,Impresiones - 03/08/2026,1600.00,-5428000.00
03/08/2026,INCOME,Escaneo,Scaner - 03/08/2026,600.00,-5427400.00
03/08/2026,INCOME,Papelería,Papeleria - 03/08/2026,3500.00,-5423900.00
03/08/2026,INCOME,Internet,Internet - 03/08/2026,7700.00,-5416200.00
03/08/2026,EXPENSE,Ahorro para pagar,Ahorro pagar - 03/08/2026,320000.00,-5736200.00
03/08/2026,INCOME,BeMovilRemote,BeMovilRemote - 03/08/2026,4000.00,-5736200.00
03/08/2026,INCOME,Fotocopias,Fotocopias - 03/08/2026,1000.00,-5735200.00
03/08/2026,INCOME,Impresiones,Impresiones - 03/08/2026,1100.00,-5734100.00
03/08/2026,INCOME,Papelería,Papeleria - 03/08/2026,2000.00,-5732100.00
03/08/2026,INCOME,BeMovilRemote,BeMovilRemote - 03/08/2026,4000.00,-5732100.00
03/08/2026,INCOME,Fotocopias,Fotocopias - 03/08/2026,4500.00,-5727600.00
03/08/2026,INCOME,Impresiones,Impresiones - 03/08/2026,1500.00,-5726100.00
03/08/2026,INCOME,Papelería,Papeleria - 03/08/2026,1200.00,-5724900.00
03/08/2026,INCOME,BeMovilRemote,BeMovilRemote - 03/08/2026,15000.00,-5724900.00
03/08/2026,INCOME,Fotocopias,Fotocopias - 03/08/2026,3800.00,-5721100.00
03/08/2026,INCOME,Impresiones,Impresiones - 03/08/2026,1600.00,-5719500.00
03/08/2026,INCOME,BeMovilRemote,BeMovilRemote - 03/08/2026,20000.00,-5719500.00
03/08/2026,INCOME,Fotocopias,Fotocopias - 03/08/2026,1800.00,-5717700.00
03/08/2026,INCOME,Impresiones,Impresiones - 03/08/2026,7800.00,-5709900.00
03/08/2026,INCOME,BeMovilRemote,BeMovilRemote - 03/08/2026,2000.00,-5709900.00
03/08/2026,INCOME,Fotocopias,Fotocopias - 03/08/2026,2000.00,-5707900.00
03/08/2026,INCOME,Impresiones,Impresiones - 03/08/2026,5000.00,-5702900.00
03/08/2026,INCOME,Fotocopias,Fotocopias - 03/08/2026,1200.00,-5701700.00
03/08/2026,INCOME,Impresiones,Impresiones - 03/08/2026,1600.00,-5700100.00
03/08/2026,INCOME,Fotocopias,Fotocopias - 03/08/2026,2300.00,-5697800.00
03/08/2026,INCOME,Impresiones,Impresiones - 03/08/2026,1400.00,-5696400.00
03/08/2026,INCOME,Impresiones,Impresiones - 03/08/2026,1200.00,-5695200.00
03/08/2026,INCOME,Impresiones,Impresiones - 03/08/2026,1000.00,-5694200.00
03/08/2026,INCOME,Impresiones,Impresiones - 03/08/2026,1800.00,-5692400.00
03/08/2026,INCOME,Impresiones,Impresiones - 03/08/2026,4800.00,-5687600.00
05/08/2026,INCOME,BeMovilRemote,BeMovilRemote - 05/08/2026,9000.00,-5687600.00
05/08/2026,INCOME,Fotocopias,Fotocopias - 05/08/2026,1100.00,-5686500.00
05/08/2026,INCOME,Impresiones,Impresiones - 05/08/2026,3000.00,-5683500.00
05/08/2026,INCOME,Papelería,Papeleria - 05/08/2026,4000.00,-5679500.00
05/08/2026,INCOME,Internet,Internet - 05/08/2026,1500.00,-5678000.00
05/08/2026,INCOME,BeMovilRemote,BeMovilRemote - 05/08/2026,35000.00,-5678000.00
05/08/2026,INCOME,Fotocopias,Fotocopias - 05/08/2026,20000.00,-5658000.00
05/08/2026,INCOME,Impresiones,Impresiones - 05/08/2026,6600.00,-5651400.00
05/08/2026,INCOME,Papelería,Papeleria - 05/08/2026,1800.00,-5649600.00
05/08/2026,INCOME,Internet,Internet - 05/08/2026,1500.00,-5648100.00
05/08/2026,INCOME,BeMovilRemote,BeMovilRemote - 05/08/2026,10000.00,-5648100.00
05/08/2026,INCOME,Fotocopias,Fotocopias - 05/08/2026,1000.00,-5647100.00
05/08/2026,INCOME,Impresiones,Impresiones - 05/08/2026,3000.00,-5644100.00
05/08/2026,INCOME,Papelería,Papeleria - 05/08/2026,1200.00,-5642900.00
05/08/2026,INCOME,Internet,Internet - 05/08/2026,5000.00,-5637900.00
05/08/2026,INCOME,BeMovilRemote,BeMovilRemote - 05/08/2026,6000.00,-5637900.00
05/08/2026,INCOME,Fotocopias,Fotocopias - 05/08/2026,1800.00,-5636100.00
05/08/2026,INCOME,Impresiones,Impresiones - 05/08/2026,6200.00,-5629900.00
05/08/2026,INCOME,Papelería,Papeleria - 05/08/2026,2000.00,-5627900.00
05/08/2026,INCOME,Internet,Internet - 05/08/2026,2000.00,-5625900.00
05/08/2026,INCOME,BeMovilRemote,BeMovilRemote - 05/08/2026,2000.00,-5625900.00
05/08/2026,INCOME,Fotocopias,Fotocopias - 05/08/2026,1000.00,-5624900.00
05/08/2026,INCOME,Impresiones,Impresiones - 05/08/2026,3000.00,-5621900.00
05/08/2026,INCOME,Papelería,Papeleria - 05/08/2026,1500.00,-5620400.00
05/08/2026,INCOME,BeMovilRemote,BeMovilRemote - 05/08/2026,20000.00,-5620400.00
05/08/2026,INCOME,Fotocopias,Fotocopias - 05/08/2026,3600.00,-5616800.00
05/08/2026,INCOME,Impresiones,Impresiones - 05/08/2026,3000.00,-5613800.00
05/08/2026,INCOME,BeMovilRemote,BeMovilRemote - 05/08/2026,10000.00,-5613800.00
05/08/2026,INCOME,Fotocopias,Fotocopias - 05/08/2026,1500.00,-5612300.00
05/08/2026,INCOME,Impresiones,Impresiones - 05/08/2026,4000.00,-5608300.00
05/08/2026,INCOME,Impresiones,Impresiones - 05/08/2026,4000.00,-5604300.00
05/08/2026,INCOME,Impresiones,Impresiones - 05/08/2026,2800.00,-5601500.00
05/08/2026,INCOME,Impresiones,Impresiones - 05/08/2026,4400.00,-5597100.00
06/08/2026,INCOME,BeMovilRemote,BeMovilRemote - 06/08/2026,20000.00,-5597100.00
06/08/2026,INCOME,Fotocopias,Fotocopias - 06/08/2026,1700.00,-5595400.00
06/08/2026,INCOME,Impresiones,Impresiones - 06/08/2026,2400.00,-5593000.00
06/08/2026,INCOME,Papelería,Papeleria - 06/08/2026,1200.00,-5591800.00
06/08/2026,INCOME,Internet,Internet - 06/08/2026,2000.00,-5589800.00
06/08/2026,EXPENSE,Ahorro para pagar,Ahorro pagar - 06/08/2026,140000.00,-5729800.00
06/08/2026,INCOME,BeMovilRemote,BeMovilRemote - 06/08/2026,4000.00,-5729800.00
06/08/2026,INCOME,Fotocopias,Fotocopias - 06/08/2026,1400.00,-5728400.00
06/08/2026,INCOME,Impresiones,Impresiones - 06/08/2026,5400.00,-5723000.00
06/08/2026,INCOME,Papelería,Papeleria - 06/08/2026,1200.00,-5721800.00
06/08/2026,INCOME,Internet,Internet - 06/08/2026,2500.00,-5719300.00
06/08/2026,INCOME,BeMovilRemote,BeMovilRemote - 06/08/2026,10000.00,-5719300.00
06/08/2026,INCOME,Impresiones,Impresiones - 06/08/2026,3600.00,-5715700.00
06/08/2026,INCOME,Papelería,Papeleria - 06/08/2026,1200.00,-5714500.00
06/08/2026,INCOME,Internet,Internet - 06/08/2026,1000.00,-5713500.00
06/08/2026,INCOME,BeMovilRemote,BeMovilRemote - 06/08/2026,2000.00,-5713500.00
06/08/2026,INCOME,Impresiones,Impresiones - 06/08/2026,3500.00,-5710000.00
06/08/2026,INCOME,Papelería,Papeleria - 06/08/2026,2700.00,-5707300.00
06/08/2026,INCOME,Internet,Internet - 06/08/2026,2500.00,-5704800.00
06/08/2026,INCOME,BeMovilRemote,BeMovilRemote - 06/08/2026,6000.00,-5704800.00
06/08/2026,INCOME,Impresiones,Impresiones - 06/08/2026,2700.00,-5702100.00
06/08/2026,INCOME,Papelería,Papeleria - 06/08/2026,3600.00,-5698500.00
06/08/2026,INCOME,Impresiones,Impresiones - 06/08/2026,2400.00,-5696100.00
06/08/2026,INCOME,Papelería,Papeleria - 06/08/2026,4000.00,-5692100.00
06/08/2026,INCOME,Impresiones,Impresiones - 06/08/2026,1200.00,-5690900.00
06/08/2026,INCOME,Papelería,Papeleria - 06/08/2026,1800.00,-5689100.00
06/08/2026,INCOME,Impresiones,Impresiones - 06/08/2026,1000.00,-5688100.00
06/08/2026,INCOME,Papelería,Papeleria - 06/08/2026,4500.00,-5683600.00
08/08/2026,INCOME,BeMovilRemote,BeMovilRemote - 08/08/2026,10000.00,-5683600.00
08/08/2026,INCOME,Fotocopias,Fotocopias - 08/08/2026,1400.00,-5682200.00
08/08/2026,INCOME,Impresiones,Impresiones - 08/08/2026,1300.00,-5680900.00
08/08/2026,INCOME,Escaneo,Scaner - 08/08/2026,1200.00,-5679700.00
08/08/2026,INCOME,Papelería,Papeleria - 08/08/2026,1500.00,-5678200.00
08/08/2026,INCOME,Internet,Internet - 08/08/2026,1000.00,-5677200.00
08/08/2026,EXPENSE,Ahorro para pagar,Ahorro pagar - 08/08/2026,60000.00,-5737200.00
08/08/2026,INCOME,BeMovilRemote,BeMovilRemote - 08/08/2026,9000.00,-5737200.00
08/08/2026,INCOME,Fotocopias,Fotocopias - 08/08/2026,1300.00,-5735900.00
08/08/2026,INCOME,Impresiones,Impresiones - 08/08/2026,3000.00,-5732900.00
08/08/2026,INCOME,Fotocopias,Fotocopias - 08/08/2026,1300.00,-5731600.00
08/08/2026,INCOME,Impresiones,Impresiones - 08/08/2026,3500.00,-5728100.00
08/08/2026,INCOME,Impresiones,Impresiones - 08/08/2026,3000.00,-5725100.00
08/08/2026,INCOME,Impresiones,Impresiones - 08/08/2026,5400.00,-5719700.00
08/08/2026,INCOME,Impresiones,Impresiones - 08/08/2026,600.00,-5719100.00
10/08/2026,INCOME,BeMovilRemote,BeMovilRemote - 10/08/2026,6000.00,-5719100.00
10/08/2026,INCOME,Fotocopias,Fotocopias - 10/08/2026,1600.00,-5717500.00
10/08/2026,INCOME,Impresiones,Impresiones - 10/08/2026,4200.00,-5713300.00
10/08/2026,INCOME,Escaneo,Scaner - 10/08/2026,1200.00,-5712100.00
10/08/2026,INCOME,Papelería,Papeleria - 10/08/2026,1500.00,-5710600.00
10/08/2026,INCOME,Accesorios,Accesorios - 10/08/2026,20000.00,-5690600.00
10/08/2026,INCOME,Internet,Internet - 10/08/2026,3000.00,-5687600.00
10/08/2026,EXPENSE,Ahorro para pagar,Ahorro pagar - 10/08/2026,20000.00,-5707600.00
10/08/2026,INCOME,BeMovilRemote,BeMovilRemote - 10/08/2026,10000.00,-5707600.00
10/08/2026,INCOME,Fotocopias,Fotocopias - 10/08/2026,1200.00,-5706400.00
10/08/2026,INCOME,Impresiones,Impresiones - 10/08/2026,3600.00,-5702800.00
10/08/2026,INCOME,Escaneo,Scaner - 10/08/2026,1000.00,-5701800.00
10/08/2026,INCOME,Papelería,Papeleria - 10/08/2026,1200.00,-5700600.00
10/08/2026,INCOME,Accesorios,Accesorios - 10/08/2026,10000.00,-5690600.00
10/08/2026,INCOME,Internet,Internet - 10/08/2026,2000.00,-5688600.00
10/08/2026,INCOME,BeMovilRemote,BeMovilRemote - 10/08/2026,10000.00,-5688600.00
10/08/2026,INCOME,Fotocopias,Fotocopias - 10/08/2026,2000.00,-5686600.00
10/08/2026,INCOME,Impresiones,Impresiones - 10/08/2026,2000.00,-5684600.00
10/08/2026,INCOME,Papelería,Papeleria - 10/08/2026,1800.00,-5682800.00
10/08/2026,INCOME,Accesorios,Accesorios - 10/08/2026,10000.00,-5672800.00
10/08/2026,INCOME,Internet,Internet - 10/08/2026,2000.00,-5670800.00
10/08/2026,INCOME,BeMovilRemote,BeMovilRemote - 10/08/2026,25000.00,-5670800.00
10/08/2026,INCOME,Fotocopias,Fotocopias - 10/08/2026,1000.00,-5669800.00
10/08/2026,INCOME,Impresiones,Impresiones - 10/08/2026,4200.00,-5665600.00
10/08/2026,INCOME,Papelería,Papeleria - 10/08/2026,2500.00,-5663100.00
10/08/2026,INCOME,BeMovilRemote,BeMovilRemote - 10/08/2026,20000.00,-5663100.00
10/08/2026,INCOME,Fotocopias,Fotocopias - 10/08/2026,1600.00,-5661500.00
10/08/2026,INCOME,Impresiones,Impresiones - 10/08/2026,1500.00,-5660000.00
10/08/2026,INCOME,BeMovilRemote,BeMovilRemote - 10/08/2026,9000.00,-5660000.00
10/08/2026,INCOME,Fotocopias,Fotocopias - 10/08/2026,1400.00,-5658600.00
10/08/2026,INCOME,Impresiones,Impresiones - 10/08/2026,6000.00,-5652600.00
10/08/2026,INCOME,BeMovilRemote,BeMovilRemote - 10/08/2026,10000.00,-5652600.00
10/08/2026,INCOME,Fotocopias,Fotocopias - 10/08/2026,1600.00,-5651000.00
10/08/2026,INCOME,Impresiones,Impresiones - 10/08/2026,2400.00,-5648600.00
10/08/2026,INCOME,BeMovilRemote,BeMovilRemote - 10/08/2026,8500.00,-5648600.00
10/08/2026,INCOME,Fotocopias,Fotocopias - 10/08/2026,1800.00,-5646800.00
10/08/2026,INCOME,Impresiones,Impresiones - 10/08/2026,8400.00,-5638400.00
10/08/2026,INCOME,BeMovilRemote,BeMovilRemote - 10/08/2026,20000.00,-5638400.00
10/08/2026,INCOME,Fotocopias,Fotocopias - 10/08/2026,1000.00,-5637400.00
10/08/2026,INCOME,Impresiones,Impresiones - 10/08/2026,2100.00,-5635300.00
10/08/2026,INCOME,BeMovilRemote,BeMovilRemote - 10/08/2026,2000.00,-5635300.00
10/08/2026,INCOME,Fotocopias,Fotocopias - 10/08/2026,1800.00,-5633500.00
10/08/2026,INCOME,Impresiones,Impresiones - 10/08/2026,5000.00,-5628500.00
10/08/2026,INCOME,BeMovilRemote,BeMovilRemote - 10/08/2026,10000.00,-5628500.00
10/08/2026,INCOME,Fotocopias,Fotocopias - 10/08/2026,1200.00,-5627300.00
10/08/2026,INCOME,Impresiones,Impresiones - 10/08/2026,9000.00,-5618300.00
10/08/2026,INCOME,BeMovilRemote,BeMovilRemote - 10/08/2026,6000.00,-5618300.00
10/08/2026,INCOME,Impresiones,Impresiones - 10/08/2026,1600.00,-5616700.00
10/08/2026,INCOME,BeMovilRemote,BeMovilRemote - 10/08/2026,10000.00,-5616700.00
10/08/2026,INCOME,BeMovilRemote,BeMovilRemote - 10/08/2026,15000.00,-5616700.00
11/08/2026,INCOME,BeMovilRemote,BeMovilRemote - 11/08/2026,28700.00,-5616700.00
11/08/2026,INCOME,Fotocopias,Fotocopias - 11/08/2026,1000.00,-5615700.00
11/08/2026,INCOME,Impresiones,Impresiones - 11/08/2026,1200.00,-5614500.00
11/08/2026,INCOME,Escaneo,Scaner - 11/08/2026,9000.00,-5605500.00
11/08/2026,INCOME,Papelería,Papeleria - 11/08/2026,1700.00,-5603800.00
11/08/2026,INCOME,Accesorios,Accesorios - 11/08/2026,70000.00,-5533800.00
11/08/2026,INCOME,Internet,Internet - 11/08/2026,1000.00,-5532800.00
11/08/2026,EXPENSE,Ahorro para pagar,Ahorro pagar - 11/08/2026,80000.00,-5612800.00
11/08/2026,INCOME,BeMovilRemote,BeMovilRemote - 11/08/2026,35000.00,-5612800.00
11/08/2026,INCOME,Fotocopias,Fotocopias - 11/08/2026,1500.00,-5611300.00
11/08/2026,INCOME,Impresiones,Impresiones - 11/08/2026,1200.00,-5610100.00
11/08/2026,INCOME,Papelería,Papeleria - 11/08/2026,1300.00,-5608800.00
11/08/2026,INCOME,Internet,Internet - 11/08/2026,1500.00,-5607300.00
11/08/2026,INCOME,BeMovilRemote,BeMovilRemote - 11/08/2026,35000.00,-5607300.00
11/08/2026,INCOME,Fotocopias,Fotocopias - 11/08/2026,1800.00,-5605500.00
11/08/2026,INCOME,Impresiones,Impresiones - 11/08/2026,2400.00,-5603100.00
11/08/2026,INCOME,Papelería,Papeleria - 11/08/2026,1600.00,-5601500.00
11/08/2026,INCOME,BeMovilRemote,BeMovilRemote - 11/08/2026,28700.00,-5601500.00
11/08/2026,INCOME,Fotocopias,Fotocopias - 11/08/2026,3000.00,-5598500.00
11/08/2026,INCOME,Impresiones,Impresiones - 11/08/2026,1200.00,-5597300.00
11/08/2026,INCOME,Papelería,Papeleria - 11/08/2026,2400.00,-5594900.00
11/08/2026,INCOME,BeMovilRemote,BeMovilRemote - 11/08/2026,20000.00,-5594900.00
11/08/2026,INCOME,Fotocopias,Fotocopias - 11/08/2026,7200.00,-5587700.00
11/08/2026,INCOME,Impresiones,Impresiones - 11/08/2026,1200.00,-5586500.00
11/08/2026,INCOME,Papelería,Papeleria - 11/08/2026,1000.00,-5585500.00
11/08/2026,INCOME,BeMovilRemote,BeMovilRemote - 11/08/2026,20000.00,-5585500.00
11/08/2026,INCOME,Fotocopias,Fotocopias - 11/08/2026,1200.00,-5584300.00
11/08/2026,INCOME,Impresiones,Impresiones - 11/08/2026,3300.00,-5581000.00
11/08/2026,INCOME,Papelería,Papeleria - 11/08/2026,1600.00,-5579400.00
11/08/2026,INCOME,BeMovilRemote,BeMovilRemote - 11/08/2026,20000.00,-5579400.00
11/08/2026,INCOME,Fotocopias,Fotocopias - 11/08/2026,2400.00,-5577000.00
11/08/2026,INCOME,Impresiones,Impresiones - 11/08/2026,3300.00,-5573700.00
11/08/2026,INCOME,Papelería,Papeleria - 11/08/2026,1500.00,-5572200.00
11/08/2026,INCOME,BeMovilRemote,BeMovilRemote - 11/08/2026,9000.00,-5572200.00
11/08/2026,INCOME,Fotocopias,Fotocopias - 11/08/2026,6000.00,-5566200.00
11/08/2026,INCOME,Impresiones,Impresiones - 11/08/2026,5400.00,-5560800.00
11/08/2026,INCOME,Papelería,Papeleria - 11/08/2026,4000.00,-5556800.00
11/08/2026,INCOME,Fotocopias,Fotocopias - 11/08/2026,2000.00,-5554800.00
11/08/2026,INCOME,Impresiones,Impresiones - 11/08/2026,1800.00,-5553000.00
11/08/2026,INCOME,Papelería,Papeleria - 11/08/2026,2500.00,-5550500.00
11/08/2026,INCOME,Fotocopias,Fotocopias - 11/08/2026,1900.00,-5548600.00
11/08/2026,INCOME,Impresiones,Impresiones - 11/08/2026,20000.00,-5528600.00
11/08/2026,INCOME,Papelería,Papeleria - 11/08/2026,4000.00,-5524600.00
11/08/2026,INCOME,Fotocopias,Fotocopias - 11/08/2026,6000.00,-5518600.00
11/08/2026,INCOME,Impresiones,Impresiones - 11/08/2026,5000.00,-5513600.00
11/08/2026,INCOME,Papelería,Papeleria - 11/08/2026,1400.00,-5512200.00
11/08/2026,INCOME,Impresiones,Impresiones - 11/08/2026,6000.00,-5506200.00
12/08/2026,INCOME,BeMovilRemote,BeMovilRemote - 12/08/2026,5500.00,-5506200.00
12/08/2026,INCOME,Fotocopias,Fotocopias - 12/08/2026,1200.00,-5505000.00
12/08/2026,INCOME,Impresiones,Impresiones - 12/08/2026,1200.00,-5503800.00
12/08/2026,INCOME,Escaneo,Scaner - 12/08/2026,500.00,-5503300.00
12/08/2026,INCOME,Papelería,Papeleria - 12/08/2026,2000.00,-5501300.00
12/08/2026,INCOME,Internet,Internet - 12/08/2026,1500.00,-5499800.00
12/08/2026,EXPENSE,Ahorro para pagar,Ahorro pagar - 12/08/2026,100000.00,-5599800.00
12/08/2026,INCOME,BeMovilRemote,BeMovilRemote - 12/08/2026,35000.00,-5599800.00
12/08/2026,INCOME,Fotocopias,Fotocopias - 12/08/2026,8600.00,-5591200.00
12/08/2026,INCOME,Impresiones,Impresiones - 12/08/2026,1800.00,-5589400.00
12/08/2026,INCOME,Internet,Internet - 12/08/2026,1500.00,-5587900.00
12/08/2026,INCOME,BeMovilRemote,BeMovilRemote - 12/08/2026,3000.00,-5587900.00
12/08/2026,INCOME,Fotocopias,Fotocopias - 12/08/2026,7200.00,-5580700.00
12/08/2026,INCOME,Impresiones,Impresiones - 12/08/2026,1100.00,-5579600.00
12/08/2026,INCOME,Internet,Internet - 12/08/2026,1500.00,-5578100.00
12/08/2026,INCOME,Fotocopias,Fotocopias - 12/08/2026,5400.00,-5572700.00
12/08/2026,INCOME,Impresiones,Impresiones - 12/08/2026,3600.00,-5569100.00
12/08/2026,INCOME,Fotocopias,Fotocopias - 12/08/2026,2400.00,-5566700.00
12/08/2026,INCOME,Impresiones,Impresiones - 12/08/2026,1800.00,-5564900.00
12/08/2026,INCOME,Fotocopias,Fotocopias - 12/08/2026,1200.00,-5563700.00
12/08/2026,INCOME,Impresiones,Impresiones - 12/08/2026,2000.00,-5561700.00
12/08/2026,INCOME,Impresiones,Impresiones - 12/08/2026,2000.00,-5559700.00
12/08/2026,INCOME,Impresiones,Impresiones - 12/08/2026,3000.00,-5556700.00
12/08/2026,INCOME,Impresiones,Impresiones - 12/08/2026,4000.00,-5552700.00
12/08/2026,INCOME,Impresiones,Impresiones - 12/08/2026,8000.00,-5544700.00
13/08/2026,INCOME,BeMovilRemote,BeMovilRemote - 13/08/2026,10000.00,-5544700.00
13/08/2026,INCOME,Fotocopias,Fotocopias - 13/08/2026,1200.00,-5543500.00
13/08/2026,INCOME,Impresiones,Impresiones - 13/08/2026,3600.00,-5539900.00
13/08/2026,INCOME,Escaneo,Scaner - 13/08/2026,1800.00,-5538100.00
13/08/2026,INCOME,Papelería,Papeleria - 13/08/2026,3000.00,-5535100.00
13/08/2026,INCOME,Accesorios,Accesorios - 13/08/2026,6000.00,-5529100.00
